customer_id,customer_name,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
CU-101117,"Joseph Anderson",Corporate,322,1,3870.47,3,5,4,12,Loyal
CU-100254,"Jennifer Martinez",Consumer,40,2,3833.27,5,3,4,12,Loyal
CU-101766,"James Anderson","Home Office",91,2,3827.45,5,3,4,12,Loyal
CU-102035,"Elizabeth Lopez",Corporate,18,2,3781.59,5,3,4,12,Loyal
CU-101302,"Sarah Lopez","Home Office",459,1,3735.43,3,5,4,12,Loyal
CU-100384,"Patricia Williams","Home Office",448,1,3722.28,3,5,4,12,Loyal
CU-101521,"James Wilson",Corporate,292,1,3672.44,3,5,4,12,Loyal
CU-100660,"Lisa Garcia",Consumer,110,2,3666.37,5,3,4,12,Loyal
CU-102504,"John Hernandez",Corporate,55,2,3647.42,5,3,4,12,Loyal
CU-100122,"Joseph Williams",Consumer,416,1,3641.75,3,5,4,12,Loyal
CU-102090,"Emma Johnson",Consumer,461,1,3559.32,3,5,4,12,Loyal
CU-102045,"Jennifer Johnson",Corporate,375,1,3538.60,3,5,4,12,Loyal
CU-102592,"Richard Brown","Home Office",73,2,3529.72,5,3,4,12,Loyal
CU-101011,"Jennifer Wilson",Corporate,88,2,3523.86,5,3,4,12,Loyal
CU-100135,"James Smith",Corporate,357,1,3477.24,3,5,4,12,Loyal
CU-102660,"John Jones",Corporate,380,1,3474.40,3,5,4,12,Loyal
CU-101810,"Mary Martinez",Corporate,441,1,3459.00,3,5,4,12,Loyal
CU-101765,"William Anderson",Corporate,292,1,3421.99,3,5,4,12,Loyal
CU-100400,"Jennifer Davis",Consumer,367,1,3375.97,3,5,4,12,Loyal
CU-101058,"Mary Smith",Consumer,97,2,3372.93,5,3,4,12,Loyal
CU-102516,"Emma Wilson","Home Office",101,2,3349.30,5,3,4,12,Loyal
CU-101764,"Michael Miller","Home Office",106,2,3346.38,5,3,4,12,Loyal
CU-101363,"Emma Hernandez","Home Office",358,1,3298.34,3,5,4,12,Loyal
CU-100054,"Sarah Lopez",Corporate,438,1,3259.53,3,5,4,12,Loyal
CU-101129,"Sarah Lopez","Home Office",331,1,3235.62,3,5,4,12,Loyal
CU-100818,"Lisa Anderson",Corporate,389,1,3228.18,3,5,4,12,Loyal
CU-100096,"Robert Miller","Home Office",381,1,3159.25,3,5,4,12,Loyal
CU-100944,"Patricia Miller",Consumer,81,2,3152.40,5,3,4,12,Loyal
CU-101625,"John Johnson",Corporate,300,1,3152.15,3,5,4,12,Loyal
CU-102979,"Lisa Wilson","Home Office",8,2,3101.09,5,3,4,12,Loyal
CU-102794,"James Rodriguez",Corporate,366,1,3098.01,3,5,4,12,Loyal
CU-102624,"Patricia Hernandez","Home Office",306,1,3060.45,3,5,4,12,Loyal
CU-101836,"Elizabeth Brown","Home Office",379,1,3047.29,3,5,4,12,Loyal
CU-102997,"Lisa Wilson",Consumer,27,2,3007.10,5,3,4,12,Loyal
CU-101081,"Sarah Lopez","Home Office",369,1,2987.49,3,5,4,12,Loyal
CU-101570,"Patricia Wilson",Corporate,311,1,2983.29,3,5,4,12,Loyal
CU-101999,"Elizabeth Hernandez",Corporate,346,1,2970.11,3,5,4,12,Loyal
CU-102824,"Elizabeth Johnson","Home Office",307,1,2924.76,3,5,4,12,Loyal
CU-100010,"Michael Smith","Home Office",343,1,2903.84,3,5,4,12,Loyal
CU-100732,"Joseph Johnson",Consumer,410,1,2902.67,3,5,4,12,Loyal
CU-101274,"Lisa Jones",Corporate,370,1,2892.68,3,5,4,12,Loyal
CU-100817,"David Garcia",Corporate,14,2,2890.88,5,3,4,12,Loyal
CU-101760,"John Wilson",Corporate,409,1,2874.86,3,5,4,12,Loyal
CU-100154,"David Jones",Consumer,305,1,2867.20,3,5,4,12,Loyal
CU-100511,"Jennifer Miller","Home Office",384,1,2856.42,3,5,4,12,Loyal
CU-102966,"James Gonzalez",Corporate,458,1,2769.70,3,5,4,12,Loyal
CU-101844,"Michael Williams",Consumer,330,1,2751.10,3,5,4,12,Loyal
CU-102160,"Mary Garcia",Consumer,372,1,2702.82,3,5,4,12,Loyal
CU-100285,"Mary Garcia",Consumer,39,2,2648.31,5,3,4,12,Loyal
CU-102326,"John Anderson","Home Office",80,2,2628.24,5,3,4,12,Loyal
CU-101244,"David Gonzalez",Consumer,395,1,2602.21,3,5,4,12,Loyal
CU-101965,"Robert Jones",Corporate,341,1,2593.20,3,5,4,12,Loyal
CU-100352,"Robert Smith",Consumer,322,1,2574.23,3,5,4,12,Loyal
CU-101407,"Joseph Gonzalez",Consumer,439,1,2558.89,3,5,4,12,Loyal
CU-102903,"Mary Garcia","Home Office",3,2,2534.88,5,3,4,12,Loyal
CU-102481,"Richard Davis",Consumer,120,2,2510.63,5,3,4,12,Loyal
CU-101340,"John Anderson",Corporate,451,1,2472.71,3,5,4,12,Loyal
CU-102981,"Patricia Garcia",Consumer,428,1,2469.42,3,5,4,12,Loyal
CU-102017,"David Hernandez","Home Office",119,2,2447.34,5,3,4,12,Loyal
CU-101170,"Mary Lopez","Home Office",81,2,2446.09,5,3,4,12,Loyal
CU-100351,"Michael Lopez",Corporate,310,1,2427.08,3,5,4,12,Loyal
CU-102125,"Lisa Smith",Consumer,47,2,2418.67,5,3,4,12,Loyal
CU-100330,"Michael Gonzalez",Consumer,71,2,2401.00,5,3,4,12,Loyal
CU-101910,"Richard Miller",Consumer,316,1,2390.16,3,5,4,12,Loyal
CU-102377,"Robert Smith","Home Office",93,2,2387.67,5,3,4,12,Loyal
CU-101576,"James Anderson","Home Office",81,2,2333.87,5,3,4,12,Loyal
CU-101028,"Linda Wilson",Corporate,368,1,2188.32,3,5,4,12,Loyal
CU-102734,"Emma Gonzalez",Consumer,10,2,2151.61,5,3,4,12,Loyal
CU-100559,"Elizabeth Martinez",Consumer,5,2,2131.95,5,3,4,12,Loyal
CU-101888,"Emma Garcia",Consumer,419,1,2128.56,3,5,4,12,Loyal
CU-102963,"Mary Johnson","Home Office",93,2,2114.59,5,3,4,12,Loyal
CU-100609,"Mary Jones","Home Office",363,1,2088.92,3,5,4,12,Loyal
CU-101187,"Emma Davis",Corporate,448,1,2088.35,3,5,4,12,Loyal
CU-100792,"James Hernandez",Consumer,29,2,2069.67,5,3,4,12,Loyal
CU-101242,"John Gonzalez",Corporate,145,2,2067.24,4,3,5,12,Loyal
CU-102174,"Michael Martinez","Home Office",129,2,1882.40,4,3,5,12,Loyal
CU-102603,"David Miller","Home Office",140,2,1758.82,4,3,5,12,Loyal
CU-100381,"Michael Jones",Corporate,473,1,1723.40,3,4,5,12,Loyal
CU-102215,"Michael Davis",Consumer,130,2,1617.42,4,3,5,12,Loyal
CU-102102,"Jennifer Garcia",Corporate,135,2,1552.18,4,3,5,12,Loyal
CU-101733,"David Rodriguez","Home Office",220,2,1549.42,4,3,5,12,Loyal
CU-102416,"Emma Martinez",Corporate,195,2,1509.26,4,3,5,12,Loyal
CU-101827,"William Anderson",Consumer,124,2,1373.65,4,3,5,12,Loyal
CU-102617,"Mary Rodriguez","Home Office",127,2,1247.16,4,3,5,12,Loyal
CU-100767,"Elizabeth Wilson","Home Office",126,2,1084.35,4,3,5,12,Loyal
CU-101977,"Patricia Davis","Home Office",214,2,1083.04,4,3,5,12,Loyal
CU-102152,"Mary Garcia",Corporate,470,1,1017.11,3,4,5,12,Loyal
CU-101604,"Sarah Smith",Corporate,482,1,646.53,3,4,5,12,Loyal
CU-101678,"Jennifer Brown","Home Office",466,1,95.46,3,4,5,12,Loyal
CU-101691,"John Brown",Corporate,484,1,49.09,3,4,5,12,Loyal
CU-101295,"Sarah Martinez",Corporate,65,1,9769.74,5,5,1,11,Potential
CU-100836,"Sarah Wilson",Corporate,105,1,9701.71,5,5,1,11,Potential
CU-102667,"Sarah Miller","Home Office",228,1,8628.92,4,5,2,11,Potential
CU-101498,"Robert Rodriguez",Consumer,125,1,8234.81,4,5,2,11,Potential
CU-102694,"Michael Williams",Consumer,227,1,8020.79,4,5,2,11,Potential
CU-102262,"Robert Wilson",Corporate,162,1,7692.75,4,5,2,11,Potential
CU-101230,"Sarah Hernandez",Consumer,267,1,7425.16,4,5,2,11,Potential
CU-100927,"Linda Anderson","Home Office",168,1,7221.94,4,5,2,11,Potential
CU-102339,"Jennifer Anderson",Corporate,137,1,6927.43,4,5,2,11,Potential
CU-100173,"William Rodriguez","Home Office",207,1,6841.76,4,5,2,11,Potential
CU-102238,"Michael Jones",Corporate,148,1,6533.73,4,5,2,11,Potential
CU-100281,"Emma Garcia",Corporate,203,1,6395.97,4,5,2,11,Potential
CU-102939,"Michael Anderson","Home Office",238,1,6392.05,4,5,2,11,Potential
CU-100963,"Sarah Williams",Corporate,218,1,6346.82,4,5,2,11,Potential
CU-102112,"Richard Johnson",Consumer,204,1,6342.16,4,5,2,11,Potential
CU-102533,"Michael Lopez",Corporate,134,1,6137.03,4,5,2,11,Potential
CU-102557,"Sarah Hernandez","Home Office",134,1,6072.92,4,5,2,11,Potential
CU-101123,"Jennifer Brown",Corporate,409,1,5928.44,3,5,3,11,Loyal
CU-100414,"Patricia Gonzalez",Consumer,290,1,5853.24,3,5,3,11,Loyal
CU-100866,"William Martinez",Consumer,21,2,5832.98,5,3,3,11,Loyal
CU-101863,"Elizabeth Gonzalez","Home Office",358,1,5782.56,3,5,3,11,Loyal
CU-100385,"Linda Rodriguez",Consumer,294,1,5768.18,3,5,3,11,Loyal
CU-101960,"Michael Gonzalez","Home Office",17,2,5701.19,5,3,3,11,Loyal
CU-102880,"Emma Garcia",Corporate,16,2,5594.92,5,3,3,11,Loyal
CU-101446,"Patricia Johnson",Corporate,367,1,5580.32,3,5,3,11,Loyal
CU-101649,"Joseph Gonzalez","Home Office",69,2,5575.62,5,3,3,11,Loyal
CU-102718,"John Garcia","Home Office",49,2,5515.24,5,3,3,11,Loyal
CU-101320,"William Garcia",Corporate,390,1,5490.45,3,5,3,11,Loyal
CU-101138,"Richard Rodriguez",Corporate,22,2,5443.39,5,3,3,11,Loyal
CU-101717,"Elizabeth Brown",Corporate,30,2,5386.49,5,3,3,11,Loyal
CU-101332,"William Gonzalez",Corporate,13,2,5370.04,5,3,3,11,Loyal
CU-100424,"Jennifer Smith","Home Office",304,1,5369.74,3,5,3,11,Loyal
CU-100115,"Richard Anderson","Home Office",90,2,5367.13,5,3,3,11,Loyal
CU-102537,"Richard Garcia",Corporate,452,1,5349.21,3,5,3,11,Loyal
CU-102866,"David Brown",Consumer,313,1,5335.69,3,5,3,11,Loyal
CU-101800,"Sarah Jones","Home Office",96,2,5321.31,5,3,3,11,Loyal
CU-100942,"John Wilson","Home Office",372,1,5300.26,3,5,3,11,Loyal
CU-101963,"Elizabeth Williams","Home Office",37,2,5231.83,5,3,3,11,Loyal
CU-102689,"Lisa Rodriguez",Consumer,112,2,5230.87,5,3,3,11,Loyal
CU-102583,"Mary Gonzalez",Consumer,415,1,5226.99,3,5,3,11,Loyal
CU-101846,"James Miller",Corporate,95,2,5212.92,5,3,3,11,Loyal
CU-101840,"Elizabeth Jones","Home Office",332,1,5182.19,3,5,3,11,Loyal
CU-102028,"Emma Williams","Home Office",115,2,5145.81,5,3,3,11,Loyal
CU-102177,"Elizabeth Williams",Consumer,115,2,5135.69,5,3,3,11,Loyal
CU-100615,"William Lopez",Corporate,57,2,5070.43,5,3,3,11,Loyal
CU-100466,"Emma Smith","Home Office",393,1,5044.80,3,5,3,11,Loyal
CU-101722,"Emma Lopez",Consumer,83,2,5019.75,5,3,3,11,Loyal
CU-102445,"Richard Wilson",Consumer,459,1,5010.33,3,5,3,11,Loyal
CU-102018,"Sarah Johnson",Consumer,86,2,5007.37,5,3,3,11,Loyal
CU-100484,"Jennifer Brown",Consumer,458,1,4956.85,3,5,3,11,Loyal
CU-101967,"Emma Jones",Consumer,119,2,4944.21,5,3,3,11,Loyal
CU-101687,"Robert Anderson",Corporate,24,2,4925.61,5,3,3,11,Loyal
CU-102786,"David Rodriguez",Corporate,25,2,4911.84,5,3,3,11,Loyal
CU-102949,"Richard Martinez","Home Office",35,2,4808.64,5,3,3,11,Loyal
CU-101341,"Sarah Hernandez",Corporate,348,1,4794.92,3,5,3,11,Loyal
CU-100221,"John Wilson","Home Office",366,1,4779.49,3,5,3,11,Loyal
CU-100192,"William Miller",Corporate,92,2,4727.09,5,3,3,11,Loyal
CU-102738,"Lisa Hernandez",Corporate,65,2,4710.37,5,3,3,11,Loyal
CU-100292,"Joseph Wilson","Home Office",293,1,4700.13,3,5,3,11,Loyal
CU-102381,"Elizabeth Jones",Consumer,457,1,4679.90,3,5,3,11,Loyal
CU-101468,"John Wilson",Corporate,47,2,4654.77,5,3,3,11,Loyal
CU-101534,"James Smith",Corporate,348,1,4649.64,3,5,3,11,Loyal
CU-102593,"Linda Rodriguez","Home Office",70,2,4637.80,5,3,3,11,Loyal
CU-101975,"Joseph Wilson","Home Office",290,1,4602.19,3,5,3,11,Loyal
CU-100076,"Patricia Brown","Home Office",368,1,4581.01,3,5,3,11,Loyal
CU-102889,"Patricia Anderson",Consumer,51,2,4529.69,5,3,3,11,Loyal
CU-102902,"Emma Brown",Consumer,341,1,4483.91,3,5,3,11,Loyal
CU-101296,"Elizabeth Lopez",Consumer,441,1,4482.18,3,5,3,11,Loyal
CU-102640,"Joseph Davis","Home Office",366,1,4477.53,3,5,3,11,Loyal
CU-102029,"Joseph Gonzalez",Corporate,300,1,4424.70,3,5,3,11,Loyal
CU-102188,"John Jones",Consumer,117,2,4381.16,5,3,3,11,Loyal
CU-102459,"Linda Davis",Corporate,115,2,4368.78,5,3,3,11,Loyal
CU-100806,"Elizabeth Garcia","Home Office",71,2,4368.38,5,3,3,11,Loyal
CU-101118,"James Wilson",Corporate,374,1,4359.12,3,5,3,11,Loyal
CU-101644,"Linda Miller",Consumer,88,2,4322.99,5,3,3,11,Loyal
CU-101369,"John Anderson",Corporate,61,2,4264.46,5,3,3,11,Loyal
CU-102405,"David Rodriguez","Home Office",106,2,4251.38,5,3,3,11,Loyal
CU-102550,"David Wilson",Corporate,358,1,4236.45,3,5,3,11,Loyal
CU-101842,"Richard Brown",Corporate,447,1,4221.67,3,5,3,11,Loyal
CU-102487,"Sarah Gonzalez",Consumer,404,1,4126.14,3,5,3,11,Loyal
CU-101853,"James Jones",Corporate,411,1,4112.21,3,5,3,11,Loyal
CU-100439,"Emma Martinez","Home Office",366,1,4049.77,3,5,3,11,Loyal
CU-102536,"John Martinez","Home Office",86,2,4049.63,5,3,3,11,Loyal
CU-100573,"John Davis",Consumer,304,1,4037.33,3,5,3,11,Loyal
CU-101855,"Mary Jones",Corporate,25,2,4028.54,5,3,3,11,Loyal
CU-101635,"Robert Davis",Corporate,8,2,4026.48,5,3,3,11,Loyal
CU-100037,"James Smith","Home Office",7,2,4010.79,5,3,3,11,Loyal
CU-101847,"Linda Garcia",Corporate,425,1,3947.67,3,5,3,11,Loyal
CU-102842,"Patricia Davis",Corporate,116,2,3947.06,5,3,3,11,Loyal
CU-102574,"Richard Gonzalez",Corporate,150,2,3897.59,4,3,4,11,Loyal
CU-102480,"Richard Jones",Consumer,172,2,3892.97,4,3,4,11,Loyal
CU-102289,"John Williams","Home Office",137,2,3802.93,4,3,4,11,Loyal
CU-102336,"Robert Davis",Corporate,144,2,3789.02,4,3,4,11,Loyal
CU-101904,"Robert Anderson",Consumer,176,2,3785.59,4,3,4,11,Loyal
CU-102194,"Sarah Brown",Corporate,473,1,3772.77,3,4,4,11,Loyal
CU-102783,"Elizabeth Gonzalez",Consumer,184,2,3719.35,4,3,4,11,Loyal
CU-102644,"Patricia Williams","Home Office",201,2,3691.23,4,3,4,11,Loyal
CU-102316,"John Anderson",Corporate,146,2,3685.39,4,3,4,11,Loyal
CU-102435,"James Johnson","Home Office",181,2,3669.63,4,3,4,11,Loyal
CU-100345,"Patricia Johnson","Home Office",473,1,3527.61,3,4,4,11,Loyal
CU-100155,"Mary Lopez",Consumer,227,2,3525.07,4,3,4,11,Loyal
CU-102588,"Sarah Jones","Home Office",483,1,3490.73,3,4,4,11,Loyal
CU-100508,"Robert Garcia",Corporate,471,1,3384.76,3,4,4,11,Loyal
CU-102027,"Elizabeth Johnson","Home Office",158,2,3368.66,4,3,4,11,Loyal
CU-102823,"Mary Rodriguez",Corporate,189,2,3292.39,4,3,4,11,Loyal
CU-102376,"Richard Martinez",Corporate,479,1,3090.76,3,4,4,11,Loyal
CU-102472,"Patricia Anderson",Consumer,175,2,3024.75,4,3,4,11,Loyal
CU-102585,"Sarah Wilson",Consumer,207,2,3013.48,4,3,4,11,Loyal
CU-102247,"James Johnson","Home Office",475,1,2893.66,3,4,4,11,Loyal
CU-100071,"John Garcia",Consumer,136,2,2873.97,4,3,4,11,Loyal
CU-100624,"Lisa Wilson",Corporate,479,1,2632.40,3,4,4,11,Loyal
CU-101399,"Linda Martinez",Consumer,214,2,2609.27,4,3,4,11,Loyal
CU-102625,"John Anderson",Consumer,466,1,2369.44,3,4,4,11,Loyal
CU-102722,"Linda Garcia","Home Office",634,1,2042.37,2,4,5,11,"At Risk"
CU-101300,"John Davis",Corporate,624,1,2036.67,2,4,5,11,"At Risk"
CU-101360,"Emma Davis","Home Office",488,1,2032.74,2,4,5,11,"At Risk"
CU-102673,"Richard Williams","Home Office",657,1,2024.91,2,4,5,11,"At Risk"
CU-100690,"Joseph Rodriguez","Home Office",570,1,1993.97,2,4,5,11,"At Risk"
CU-101401,"Sarah Miller","Home Office",490,1,1900.52,2,4,5,11,"At Risk"
CU-101188,"Richard Lopez",Consumer,604,1,1866.31,2,4,5,11,"At Risk"
CU-100027,"William Rodriguez",Consumer,501,1,1836.39,2,4,5,11,"At Risk"
CU-102464,"Robert Garcia",Corporate,494,1,1813.70,2,4,5,11,"At Risk"
CU-102819,"James Anderson","Home Office",694,1,1785.86,2,4,5,11,"At Risk"
CU-102124,"Richard Miller","Home Office",586,1,1780.05,2,4,5,11,"At Risk"
CU-101923,"David Miller",Consumer,272,2,1767.55,4,2,5,11,"New Customer"
CU-102808,"Mary Smith",Consumer,507,1,1761.48,2,4,5,11,"At Risk"
CU-102742,"Michael Martinez",Corporate,258,2,1745.31,4,2,5,11,"New Customer"
CU-102264,"Patricia Gonzalez",Consumer,616,1,1737.88,2,4,5,11,"At Risk"
CU-102365,"Mary Wilson",Consumer,591,1,1704.24,2,4,5,11,"At Risk"
CU-102940,"Sarah Miller",Corporate,638,1,1691.68,2,4,5,11,"At Risk"
CU-101428,"James Miller","Home Office",661,1,1684.49,2,4,5,11,"At Risk"
CU-102098,"David Brown",Consumer,711,1,1675.78,2,4,5,11,"At Risk"
CU-101585,"James Davis",Corporate,595,1,1667.14,2,4,5,11,"At Risk"
CU-101497,"Emma Williams",Corporate,686,1,1665.74,2,4,5,11,"At Risk"
CU-101181,"Robert Brown",Consumer,594,1,1662.82,2,4,5,11,"At Risk"
CU-102024,"Richard Davis","Home Office",246,2,1642.17,4,2,5,11,"New Customer"
CU-102613,"Elizabeth Williams","Home Office",588,1,1620.02,2,4,5,11,"At Risk"
CU-100314,"Michael Martinez","Home Office",609,1,1602.35,2,4,5,11,"At Risk"
CU-102402,"William Wilson","Home Office",614,1,1585.97,2,4,5,11,"At Risk"
CU-101819,"Jennifer Davis","Home Office",519,1,1576.98,2,4,5,11,"At Risk"
CU-101624,"Patricia Martinez",Consumer,701,1,1566.20,2,4,5,11,"At Risk"
CU-101228,"John Wilson",Consumer,692,1,1546.42,2,4,5,11,"At Risk"
CU-102148,"David Brown",Consumer,711,1,1542.03,2,4,5,11,"At Risk"
CU-102146,"David Lopez",Consumer,657,1,1520.85,2,4,5,11,"At Risk"
CU-102322,"Emma Wilson",Corporate,671,1,1459.91,2,4,5,11,"At Risk"
CU-100045,"Sarah Miller","Home Office",570,1,1450.57,2,4,5,11,"At Risk"
CU-102187,"Mary Davis",Corporate,642,1,1438.79,2,4,5,11,"At Risk"
CU-102885,"David Rodriguez",Consumer,612,1,1373.02,2,4,5,11,"At Risk"
CU-100714,"Jennifer Smith","Home Office",677,1,1332.48,2,4,5,11,"At Risk"
CU-101250,"James Gonzalez",Corporate,519,1,1321.56,2,4,5,11,"At Risk"
CU-102524,"David Martinez",Corporate,507,1,1312.75,2,4,5,11,"At Risk"
CU-100704,"Elizabeth Garcia","Home Office",506,1,1290.91,2,4,5,11,"At Risk"
CU-102466,"Linda Lopez","Home Office",568,1,1277.55,2,4,5,11,"At Risk"
CU-102476,"Michael Brown",Consumer,635,1,1253.20,2,4,5,11,"At Risk"
CU-101500,"David Davis",Corporate,678,1,1247.16,2,4,5,11,"At Risk"
CU-102482,"Joseph Smith",Consumer,487,1,1237.07,2,4,5,11,"At Risk"
CU-100290,"Richard Lopez","Home Office",540,1,1201.49,2,4,5,11,"At Risk"
CU-100433,"James Davis",Corporate,560,1,1178.13,2,4,5,11,"At Risk"
CU-102010,"Mary Davis","Home Office",587,1,1151.56,2,4,5,11,"At Risk"
CU-101623,"John Jones","Home Office",562,1,1134.90,2,4,5,11,"At Risk"
CU-101005,"Richard Hernandez",Consumer,701,1,1127.04,2,4,5,11,"At Risk"
CU-102408,"Emma Johnson",Consumer,500,1,1109.45,2,4,5,11,"At Risk"
CU-101739,"Sarah Martinez","Home Office",675,1,1081.94,2,4,5,11,"At Risk"
CU-102314,"Joseph Williams","Home Office",703,1,1070.75,2,4,5,11,"At Risk"
CU-102922,"David Martinez","Home Office",732,1,1043.94,2,4,5,11,"At Risk"
CU-102707,"David Jones",Corporate,567,1,1043.54,2,4,5,11,"At Risk"
CU-101851,"Jennifer Johnson",Consumer,724,1,1041.96,2,4,5,11,"At Risk"
CU-101940,"Lisa Jones",Corporate,634,1,983.16,2,4,5,11,"At Risk"
CU-102495,"Lisa Davis",Corporate,692,1,980.23,2,4,5,11,"At Risk"
CU-102340,"Robert Gonzalez",Corporate,561,1,932.50,2,4,5,11,"At Risk"
CU-100496,"David Miller",Consumer,710,1,920.80,2,4,5,11,"At Risk"
CU-102547,"Lisa Smith","Home Office",499,1,916.74,2,4,5,11,"At Risk"
CU-102639,"William Lopez",Consumer,641,1,916.06,2,4,5,11,"At Risk"
CU-100225,"Sarah Jones",Corporate,256,2,897.90,4,2,5,11,"New Customer"
CU-101833,"Jennifer Anderson",Consumer,545,1,882.95,2,4,5,11,"At Risk"
CU-102413,"Emma Miller",Consumer,692,1,879.53,2,4,5,11,"At Risk"
CU-102861,"Linda Anderson",Consumer,710,1,860.34,2,4,5,11,"At Risk"
CU-100029,"John Martinez",Corporate,606,1,815.81,2,4,5,11,"At Risk"
CU-102492,"Richard Smith","Home Office",681,1,808.86,2,4,5,11,"At Risk"
CU-101323,"James Hernandez","Home Office",673,1,778.63,2,4,5,11,"At Risk"
CU-100491,"Elizabeth Smith",Corporate,526,1,748.62,2,4,5,11,"At Risk"
CU-100289,"John Davis",Consumer,490,1,747.05,2,4,5,11,"At Risk"
CU-100979,"James Miller",Corporate,527,1,742.61,2,4,5,11,"At Risk"
CU-100546,"Linda Johnson",Consumer,721,1,731.30,2,4,5,11,"At Risk"
CU-100114,"Joseph Miller",Consumer,623,1,722.88,2,4,5,11,"At Risk"
CU-101458,"Richard Johnson",Consumer,615,1,644.22,2,4,5,11,"At Risk"
CU-101064,"Jennifer Jones",Consumer,503,1,637.34,2,4,5,11,"At Risk"
CU-102352,"Emma Brown",Consumer,721,1,631.76,2,4,5,11,"At Risk"
CU-100308,"Emma Gonzalez",Corporate,684,1,617.01,2,4,5,11,"At Risk"
CU-102037,"Sarah Brown",Consumer,536,1,574.08,2,4,5,11,"At Risk"
CU-100795,"Jennifer Hernandez","Home Office",667,1,525.76,2,4,5,11,"At Risk"
CU-101552,"Linda Garcia",Consumer,723,1,504.86,2,4,5,11,"At Risk"
CU-100039,"Michael Anderson",Consumer,682,1,496.63,2,4,5,11,"At Risk"
CU-100139,"Jennifer Wilson",Consumer,620,1,443.44,2,4,5,11,"At Risk"
CU-102554,"James Williams","Home Office",502,1,393.09,2,4,5,11,"At Risk"
CU-102711,"John Williams",Corporate,575,1,358.59,2,4,5,11,"At Risk"
CU-102344,"John Davis","Home Office",621,1,355.74,2,4,5,11,"At Risk"
CU-102063,"Elizabeth Gonzalez",Consumer,516,1,337.69,2,4,5,11,"At Risk"
CU-100024,"William Rodriguez",Consumer,653,1,323.80,2,4,5,11,"At Risk"
CU-100592,"Richard Miller",Consumer,736,1,321.35,2,4,5,11,"At Risk"
CU-101135,"Michael Brown",Corporate,738,1,318.56,2,4,5,11,"At Risk"
CU-100174,"Michael Martinez",Consumer,680,1,316.71,2,4,5,11,"At Risk"
CU-101027,"Emma Lopez",Corporate,659,1,300.98,2,4,5,11,"At Risk"
CU-102597,"Mary Anderson","Home Office",677,1,291.71,2,4,5,11,"At Risk"
CU-101966,"Lisa Johnson",Corporate,660,1,276.77,2,4,5,11,"At Risk"
CU-101921,"Linda Gonzalez",Consumer,658,1,239.45,2,4,5,11,"At Risk"
CU-101676,"David Williams",Consumer,663,1,229.86,2,4,5,11,"At Risk"
CU-102580,"Richard Johnson","Home Office",543,1,222.33,2,4,5,11,"At Risk"
CU-100544,"Mary Davis",Corporate,645,1,174.80,2,4,5,11,"At Risk"
CU-101669,"Emma Davis","Home Office",692,1,133.37,2,4,5,11,"At Risk"
CU-100646,"William Brown",Consumer,710,1,133.06,2,4,5,11,"At Risk"
CU-101246,"Mary Anderson",Consumer,530,1,102.94,2,4,5,11,"At Risk"
CU-101617,"Patricia Lopez","Home Office",499,1,99.02,2,4,5,11,"At Risk"
CU-102548,"Robert Smith",Corporate,696,1,71.28,2,4,5,11,"At Risk"
CU-101255,"Joseph Smith",Consumer,191,1,10614.25,4,5,1,10,Potential
CU-100394,"Mary Hernandez",Corporate,230,1,9317.10,4,5,1,10,Potential
CU-102833,"John Wilson","Home Office",61,2,8736.94,5,3,2,10,Potential
CU-102578,"Robert Gonzalez","Home Office",348,1,8551.68,3,5,2,10,Potential
CU-102919,"Michael Wilson","Home Office",4,2,8537.68,5,3,2,10,Potential
CU-100619,"James Wilson",Corporate,54,2,8414.93,5,3,2,10,Potential
CU-102749,"Mary Gonzalez",Corporate,70,2,8413.58,5,3,2,10,Potential
CU-101812,"Mary Garcia",Consumer,111,2,8388.44,5,3,2,10,Potential
CU-102294,"Michael Garcia","Home Office",97,2,8347.92,5,3,2,10,Potential
CU-100373,"William Lopez",Corporate,2,2,8322.17,5,3,2,10,Potential
CU-101959,"John Williams",Corporate,45,2,8277.08,5,3,2,10,Potential
CU-100567,"Linda Rodriguez",Consumer,28,2,8240.64,5,3,2,10,Potential
CU-102647,"John Martinez",Corporate,37,2,8152.19,5,3,2,10,Potential
CU-102570,"Richard Lopez",Consumer,20,2,8044.12,5,3,2,10,Potential
CU-100872,"Lisa Lopez","Home Office",98,2,7987.76,5,3,2,10,Potential
CU-102599,"Emma Davis",Consumer,66,2,7945.52,5,3,2,10,Potential
CU-102081,"Mary Garcia",Corporate,75,2,7913.70,5,3,2,10,Potential
CU-102135,"William Williams",Corporate,119,2,7881.48,5,3,2,10,Potential
CU-102555,"Joseph Hernandez","Home Office",3,2,7697.07,5,3,2,10,Potential
CU-100601,"Emma Martinez",Consumer,32,2,7546.05,5,3,2,10,Potential
CU-101082,"Elizabeth Hernandez",Corporate,347,1,7503.23,3,5,2,10,Potential
CU-100089,"Robert Jones",Consumer,23,2,7393.56,5,3,2,10,Potential
CU-101045,"David Lopez",Consumer,115,2,7362.36,5,3,2,10,Potential
CU-102293,"David Jones",Corporate,27,2,7353.95,5,3,2,10,Potential
CU-100733,"James Jones",Consumer,77,2,7237.35,5,3,2,10,Potential
CU-101877,"Mary Martinez",Consumer,33,2,7202.92,5,3,2,10,Potential
